strategy,knob,knob_star,val_sharpe_at_star,val_n_trades,test_sharpe,test_psr,test_n_trades,test_total_log_return,test_max_drawdown_log,test_cdar_5pct_log,test_hit_rate,test_avg_bars_held,p_boot,null_sharpe_mean,null_sharpe_std,deflated_sharpe_within,walk_forward_sharpe_mean,walk_forward_sharpe_std,deflated_sharpe_multi_strategy,deflated_sr_star_multi,within_strategy_pbo
baseline_offline_tau,tau,0.44,0.34744182944300733,1292,-0.08891614258017318,0.4580365714126414,3427,-0.023698464542885343,0.3608040282507513,0.2762620986212864,0.5246571345199883,10.772687481762475,0.0,-3.5007512853117206,0.6512466936366843,0.0,3.533767174261252,6.403822594295833,0.0,7.149491302088649,0.0
baseline_online_tau,tau,0.52,-2.2849879843457015,118,-11.591328259665831,0.0024248946511991145,289,-0.19948872169765128,0.2034000216976512,0.19948098510298798,0.4429065743944637,5.608996539792387,1.0,-3.4139120371050047,2.302474433893526,1.3414823029589419e-212,-8.966605581805439,19.23429174923379,0.0,7.149491302088649,0.0008547008547008547
conformal_gate_tau,tau,0.52,-2.2680050326875096,116,-11.874187441769807,0.002019187433035798,288,-0.2034000216976512,0.20731132169765112,0.2033922851029879,0.4409722222222222,5.600694444444445,0.735,-5.644811257520561,10.255729096526343,6.957482660047358e-194,-13.310808990007837,12.884124787776097,0.0,7.149491302088649,0.002874902874902875
mondrian_aci_size,k,20.0,-5.236883480945232,840,-5.665964771434585,2.0827810659381472e-08,2372,-0.9040154712814015,0.943251877197592,0.9261931402240391,0.459106239460371,10.481028667790893,0.505,-5.698233233269557,3.1241663291986352,0.0,-2.4812164443412343,4.900295813809306,0.0,7.149491302088649,0.0
null_random_at_rate,target_rate,0.12253064854220924,-3.7516594994431554,1027,-3.962625183782338,4.1102205305951984e-10,3448,-0.7912573703119177,0.8398719866966301,0.8246023689722817,0.44779582366589327,18.35005800464037,1.0,-3.9626251837823365,1.3356108409035063e-15,,-4.084400172116069,1.6835655134651104,0.0,7.149491302088649,
