new_feature,existing_feature,pearson,abs_pearson
hurst_rs_128,minute_sin,0.041210836115346976,0.041210836115346976
hurst_rs_128,return_rolling_mean_8,-0.015756264934869854,0.015756264934869854
hurst_rs_128,return_rolling_mean_12,-0.015074341901745933,0.015074341901745933
hurst_rs_128,minute_cos,-0.017040346476580624,0.017040346476580624
hurst_rs_128,parkinson_var_rolling_mean_2,0.04804509372252659,0.04804509372252659
hurst_rs_128,parkinson_var_rolling_mean_24,0.10417108829820716,0.10417108829820716
dfa_alpha_128,minute_sin,0.011560375824989658,0.011560375824989658
dfa_alpha_128,return_rolling_mean_8,0.0020075174263273206,0.0020075174263273206
dfa_alpha_128,return_rolling_mean_12,0.003196356190023851,0.003196356190023851
dfa_alpha_128,minute_cos,0.005551948899255114,0.005551948899255114
dfa_alpha_128,parkinson_var_rolling_mean_2,0.005693718023676461,0.005693718023676461
dfa_alpha_128,parkinson_var_rolling_mean_24,0.028064394418843955,0.028064394418843955
sampen_128_m2,minute_sin,0.005524944924608152,0.005524944924608152
sampen_128_m2,return_rolling_mean_8,0.0232707801544782,0.0232707801544782
sampen_128_m2,return_rolling_mean_12,0.03162945002883019,0.03162945002883019
sampen_128_m2,minute_cos,-0.02613916749090923,0.02613916749090923
sampen_128_m2,parkinson_var_rolling_mean_2,-0.08018527873632394,0.08018527873632394
sampen_128_m2,parkinson_var_rolling_mean_24,-0.17466709566420863,0.17466709566420863
permen_128_m3_tau1,minute_sin,-0.002100683696974896,0.002100683696974896
permen_128_m3_tau1,return_rolling_mean_8,0.012797203036811543,0.012797203036811543
permen_128_m3_tau1,return_rolling_mean_12,0.013078363461829496,0.013078363461829496
permen_128_m3_tau1,minute_cos,0.012103187023041327,0.012103187023041327
permen_128_m3_tau1,parkinson_var_rolling_mean_2,0.00012904566336251395,0.00012904566336251395
permen_128_m3_tau1,parkinson_var_rolling_mean_24,-0.009734926732374515,0.009734926732374515
bpv_rv_ratio_w12,minute_sin,-0.0012334617752415783,0.0012334617752415783
bpv_rv_ratio_w12,return_rolling_mean_8,-0.022844287439339802,0.022844287439339802
bpv_rv_ratio_w12,return_rolling_mean_12,-0.02459868538456296,0.02459868538456296
bpv_rv_ratio_w12,minute_cos,0.0778585166512857,0.0778585166512857
bpv_rv_ratio_w12,parkinson_var_rolling_mean_2,-0.07332490996132138,0.07332490996132138
bpv_rv_ratio_w12,parkinson_var_rolling_mean_24,0.029427904181487767,0.029427904181487767
bpv_rv_ratio_w24,minute_sin,0.044755862476099535,0.044755862476099535
bpv_rv_ratio_w24,return_rolling_mean_8,-0.012860271975474204,0.012860271975474204
bpv_rv_ratio_w24,return_rolling_mean_12,-0.02474840712532714,0.02474840712532714
bpv_rv_ratio_w24,minute_cos,0.0834747059957711,0.0834747059957711
bpv_rv_ratio_w24,parkinson_var_rolling_mean_2,-0.0766871732391531,0.0766871732391531
bpv_rv_ratio_w24,parkinson_var_rolling_mean_24,-0.025374699462808643,0.025374699462808643
bpv_rv_ratio_w48,minute_sin,0.05754705454463629,0.05754705454463629
bpv_rv_ratio_w48,return_rolling_mean_8,-0.02086950382140786,0.02086950382140786
