new_feature,existing_feature,pearson,abs_pearson
bpv_rv_ratio_w48,return_rolling_mean_12,-0.030632553495988257,0.030632553495988257
bpv_rv_ratio_w48,minute_cos,-0.002045827713532871,0.002045827713532871
bpv_rv_ratio_w48,parkinson_var_rolling_mean_2,-0.07537399662343104,0.07537399662343104
bpv_rv_ratio_w48,parkinson_var_rolling_mean_24,-0.05328300032526963,0.05328300032526963
sv_up_w12,minute_sin,-0.1116190950558186,0.1116190950558186
sv_up_w12,return_rolling_mean_8,0.23520727355509294,0.23520727355509294
sv_up_w12,return_rolling_mean_12,0.2637606005317257,0.2637606005317257
sv_up_w12,minute_cos,0.04140215630115428,0.04140215630115428
sv_up_w12,parkinson_var_rolling_mean_2,0.38556440338178094,0.38556440338178094
sv_up_w12,parkinson_var_rolling_mean_24,0.6570428548628039,0.6570428548628039
sv_down_w12,minute_sin,-0.08967080553929814,0.08967080553929814
sv_down_w12,return_rolling_mean_8,-0.22081994893267476,0.22081994893267476
sv_down_w12,return_rolling_mean_12,-0.29720684925638025,0.29720684925638025
sv_down_w12,minute_cos,0.04793911302933006,0.04793911302933006
sv_down_w12,parkinson_var_rolling_mean_2,0.5041472768512055,0.5041472768512055
sv_down_w12,parkinson_var_rolling_mean_24,0.6389386216207453,0.6389386216207453
sv_asymmetry_w12,minute_sin,0.020182483043214256,0.020182483043214256
sv_asymmetry_w12,return_rolling_mean_8,0.5237623632086515,0.5237623632086515
sv_asymmetry_w12,return_rolling_mean_12,0.6558625401244526,0.6558625401244526
sv_asymmetry_w12,minute_cos,-0.02777055545325745,0.02777055545325745
sv_asymmetry_w12,parkinson_var_rolling_mean_2,-0.33836522507237116,0.33836522507237116
sv_asymmetry_w12,parkinson_var_rolling_mean_24,-0.2723297400577845,0.2723297400577845
sv_up_w24,minute_sin,-0.08714465095124141,0.08714465095124141
sv_up_w24,return_rolling_mean_8,0.15855282028785056,0.15855282028785056
sv_up_w24,return_rolling_mean_12,0.18141888509608048,0.18141888509608048
sv_up_w24,minute_cos,0.10536874196434395,0.10536874196434395
sv_up_w24,parkinson_var_rolling_mean_2,0.30855861054711897,0.30855861054711897
sv_up_w24,parkinson_var_rolling_mean_24,0.8623683097530889,0.8623683097530889
sv_down_w24,minute_sin,-0.06252982352053206,0.06252982352053206
sv_down_w24,return_rolling_mean_8,-0.1535706940149002,0.1535706940149002
sv_down_w24,return_rolling_mean_12,-0.20091350938979172,0.20091350938979172
sv_down_w24,minute_cos,0.10079588726327289,0.10079588726327289
sv_down_w24,parkinson_var_rolling_mean_2,0.391231589343132,0.391231589343132
sv_down_w24,parkinson_var_rolling_mean_24,0.8838083019806767,0.8838083019806767
sv_asymmetry_w24,minute_sin,0.004417870651203902,0.004417870651203902
sv_asymmetry_w24,return_rolling_mean_8,0.38473318305546794,0.38473318305546794
sv_asymmetry_w24,return_rolling_mean_12,0.477234970839428,0.477234970839428
sv_asymmetry_w24,minute_cos,-0.04234994579322578,0.04234994579322578
sv_asymmetry_w24,parkinson_var_rolling_mean_2,-0.26515242842212317,0.26515242842212317
sv_asymmetry_w24,parkinson_var_rolling_mean_24,-0.43308884946316845,0.43308884946316845
sv_up_w48,minute_sin,0.03182103023226522,0.03182103023226522
sv_up_w48,return_rolling_mean_8,0.10025199418185217,0.10025199418185217
sv_up_w48,return_rolling_mean_12,0.11500491790978665,0.11500491790978665
sv_up_w48,minute_cos,0.08459660387278087,0.08459660387278087
sv_up_w48,parkinson_var_rolling_mean_2,0.24745403091277907,0.24745403091277907
sv_up_w48,parkinson_var_rolling_mean_24,0.704646733087554,0.704646733087554
sv_down_w48,minute_sin,0.03782662116910093,0.03782662116910093
sv_down_w48,return_rolling_mean_8,-0.09303124582587233,0.09303124582587233
sv_down_w48,return_rolling_mean_12,-0.12199087814140339,0.12199087814140339
sv_down_w48,minute_cos,0.07012376176549119,0.07012376176549119
sv_down_w48,parkinson_var_rolling_mean_2,0.2975803151392577,0.2975803151392577
sv_down_w48,parkinson_var_rolling_mean_24,0.7273298397139494,0.7273298397139494
sv_asymmetry_w48,minute_sin,-0.02504882879281863,0.02504882879281863
sv_asymmetry_w48,return_rolling_mean_8,0.2592191524963045,0.2592191524963045
sv_asymmetry_w48,return_rolling_mean_12,0.32169624069158137,0.32169624069158137
sv_asymmetry_w48,minute_cos,-0.018090066020303233,0.018090066020303233
sv_asymmetry_w48,parkinson_var_rolling_mean_2,-0.2002467926118967,0.2002467926118967
sv_asymmetry_w48,parkinson_var_rolling_mean_24,-0.3789175644843821,0.3789175644843821
vov_24_24,minute_sin,0.0028401554872505286,0.0028401554872505286
vov_24_24,return_rolling_mean_8,-0.015493384005974824,0.015493384005974824
vov_24_24,return_rolling_mean_12,-0.028798744538085272,0.028798744538085272
vov_24_24,minute_cos,0.09120269172799975,0.09120269172799975
vov_24_24,parkinson_var_rolling_mean_2,0.20864441852392818,0.20864441852392818
vov_24_24,parkinson_var_rolling_mean_24,0.6258692082849746,0.6258692082849746
