feature,shap_win_mean,shap_loss_mean,shap_diff_mean,u_stat,p_value,bh_significant,abs_diff
squared_return_rolling_var_48,0.00010113900406679904,0.00048067489066599565,-0.0003795358865991966,4699925.0,5.337439446899597e-109,True,0.0003795358865991966
squared_return_rolling_iqr_24,0.0016460710880546357,0.0020186855581146106,-0.00037261447005997495,5281564.5,3.748288057816308e-56,True,0.00037261447005997495
squared_return_rolling_var_8,0.000892301838075853,0.0012644973596464082,-0.00037219552157055516,5032885.5,1.3657247520121941e-76,True,0.00037219552157055516
close_to_vwap_rolling_mean_48,0.0003977915022544625,0.00076875332704355,-0.00037096182478908745,7843039.0,4.2381067951206163e-35,True,0.00037096182478908745
squared_return_rolling_var_96,0.0008596343696104704,0.0012292735051322031,-0.0003696391355217327,5726769.5,1.2068464589545646e-27,True,0.0003696391355217327
garman_klass_var_rolling_var_8,0.0010697626118735348,0.001438409757979577,-0.00036864714610604214,6119234.0,4.4270465697267674e-11,True,0.00036864714610604214
buy_ratio_rolling_iqr_4,-0.0006978949276431593,-0.0003295837806177084,-0.00036831114702545097,6363861.0,9.849070250348811e-05,True,0.00036831114702545097
trades,0.006117768374064187,0.006478226755343298,-0.00036045838127911085,5028222.0,5.378611949026176e-77,True,0.00036045838127911085
return_rolling_var_12,0.003160643023719674,0.003514832069958913,-0.000354189046239239,6199998.5,1.2333463637133983e-08,True,0.000354189046239239
imbalance_rolling_mean_4,0.00018124257660222153,-0.00017187752029643847,0.00035312009689866,7953867.0,5.1922677678082906e-42,True,0.00035312009689866
abs_return_rolling_var_96,0.0005610325286458664,0.0009087273208005305,-0.0003476947921546641,4663166.5,5.972301708013727e-113,True,0.0003476947921546641
range_pct_rolling_var_12,0.0008723912906042627,0.0012101735792902268,-0.00033778228868596414,6297945.5,3.818827337601784e-06,True,0.00033778228868596414
buy_ratio_rolling_min_2,8.81338262687443e-05,-0.00024617459346490633,0.0003343084197336506,7187649.5,2.3643731808809776e-07,True,0.0003343084197336506
close_to_vwap_rolling_max_12,0.0013639121182490693,0.0010303041599341017,0.0003336079583149676,7253853.5,3.9477605861741656e-09,True,0.0003336079583149676
abs_return_rolling_max_8,0.0028899228684658097,0.0032222116690974554,-0.00033228880063164564,6274140.5,1.0594311954499906e-06,True,0.00033228880063164564
parkinson_var_rolling_iqr_96,0.0013176409954387897,0.001646632630395224,-0.00032899163495643427,6519039.5,0.02860117735177669,False,0.00032899163495643427
range_hl_lag_2,0.0007366171996074545,0.001062007541304964,-0.0003253903416975094,4867147.5,5.294265971183733e-92,True,0.0003253903416975094
return_rolling_max_4,0.000593818021487291,0.00027007396914905887,0.0003237440523382321,8275053.0,1.2755269662143405e-65,True,0.0003237440523382321
squared_return_rolling_iqr_12,0.0019606037122910144,0.0022835250482541934,-0.00032292133596317904,6171221.0,1.8396481132686642e-09,True,0.00032292133596317904
log_quote_volume_rolling_min_8,0.0023231026614021983,0.002644298788011023,-0.0003211961266088247,5973175.0,2.661756844775014e-16,True,0.0003211961266088247
abs_return_rolling_max_2,0.0016469145302688752,0.0013315594429732813,0.00031535508729559395,6940823.0,0.014434732591415032,False,0.00031535508729559395
return_rolling_iqr_24,0.0005426087713070123,0.0008564904448635118,-0.00031388167355649954,4291902.5,1.2266995446404675e-156,True,0.00031388167355649954
buy_ratio_rolling_iqr_96,-0.0010436106682798797,-0.0013510094587348724,0.00030739879045499265,7488559.0,2.4761026699271142e-17,True,0.00030739879045499265
squared_return_rolling_ptp_8,0.0013358279714975059,0.0016411965457482783,-0.00030536857425077246,6714873.5,0.9706324829348577,False,0.00030536857425077246
squared_return_rolling_ptp_24,0.0006512237554190406,0.000955174143021504,-0.00030395038760246335,5917853.5,1.4213211920162524e-18,True,0.00030395038760246335
abs_return_rolling_mean_8,0.0013390768376714886,0.0016368013551091897,-0.00029772451743770106,6362712.0,9.348512096952578e-05,True,0.00029772451743770106
parkinson_var_rolling_var_8,0.0005733324655005805,0.0008688912892646217,-0.00029555882376404116,6229205.5,7.69706658319638e-08,True,0.00029555882376404116
range_hl_rolling_min_2,0.001937414931327519,0.002232782718349143,-0.00029536778702162424,6300388.0,4.39321389017459e-06,True,0.00029536778702162424
range_hl_rolling_max_12,0.001919605271386314,0.002213323297152576,-0.00029371802576626206,6304084.0,5.3339464231959545e-06,True,0.00029371802576626206
log_quote_volume_rolling_mean_8,0.00246835271327257,0.0027609070468031646,-0.0002925543335305946,5730897.5,1.986892870872239e-27,True,0.0002925543335305946
garman_klass_var_rolling_min_48,0.0008469417286458075,0.0011374318388634788,-0.0002904901102176714,6019822.5,1.652533215806008e-14,True,0.0002904901102176714
close_to_vwap_rolling_min_12,0.00044946702391999684,0.0007397658583118723,-0.00029029883439187545,4241704.0,3.9403483943298205e-163,True,0.00029029883439187545
range_pct_rolling_var_8,0.0018995253768556144,0.0021879722673681505,-0.00028844689051253604,6833011.0,0.20714668661581714,False,0.00028844689051253604
imbalance_rolling_var_12,-0.001058970397773199,-0.0007757920224154019,-0.00028317837535779707,6299335.5,4.156563032973826e-06,True,0.00028317837535779707
log_close,0.0011554189857335148,0.0014385628201477989,-0.000283143834414284,3929180.0,1.9861025795870886e-206,True,0.000283143834414284
squared_return_rolling_mean_96,0.0017092411747973095,0.001990035079030104,-0.00028079390423279443,6833836.5,0.20389870129371301,False,0.00028079390423279443
abs_return_rolling_max_12,0.0007964145159656275,0.0005174576911490577,0.00027895682481656977,8219352.5,3.8702718511235976e-61,True,0.00027895682481656977
imbalance_rolling_max_96,-0.00027357753399149463,-0.000551554179066272,0.0002779766450747774,7065076.0,0.00013794730976482582,True,0.0002779766450747774
return_rolling_var_96,0.0007405232502093473,0.0010183469882683587,-0.00027782373805901144,6134020.5,1.361662642994233e-10,True,0.00027782373805901144
close_to_vwap_rolling_iqr_96,0.0016955598865130508,0.001971333641283234,-0.0002757737547701832,5435716.5,4.125474267400696e-45,True,0.0002757737547701832
log_volume_rolling_max_12,0.00039240263413814193,0.0006660315954895408,-0.00027362896135139887,6051753.5,6.834390365347824e-14,True,0.00027362896135139887
vwap_log,0.0010094799421096132,0.0012823643952070177,-0.0002728844530974046,4775838.5,2.6258115682507397e-101,True,0.0002728844530974046
abs_return_rolling_var_8,0.0026564445347171304,0.002928196643119807,-0.0002717521084026767,6514190.5,0.024946651436234375,False,0.0002717521084026767
imbalance_rolling_ptp_12,-0.001540166834274012,-0.0012689859718177012,-0.0002711808624563108,6497306.5,0.015187512449897661,False,0.0002711808624563108
return_rolling_var_8,0.0012440115357998478,0.0009742825454388202,0.00026972899036102756,7464500.5,2.3782045171461295e-16,True,0.00026972899036102756
imbalance_rolling_ptp_48,-0.0017529368891452356,-0.0020067548115749773,0.0002538179224297417,5323280.5,3.760925182494718e-53,True,0.0002538179224297417
abs_return_rolling_max_24,0.0009744245791781074,0.0012270183132146273,-0.0002525937340365199,4214584.5,1.1785259484743282e-166,True,0.0002525937340365199
imbalance_rolling_var_48,-0.0022057907874435726,-0.0024563806513105356,0.00025058986386696305,7245086.0,7.0401975443615504e-09,True,0.00025058986386696305
buy_ratio_rolling_max_2,0.00013828764985394045,-0.00011085047075042405,0.0002491381206043645,8352664.5,4.8080273242596875e-74,True,0.0002491381206043645
close_to_vwap_rolling_var_8,0.0011336594024094573,0.0013683779212700932,-0.00023471851886063596,6244925.0,1.974222845567319e-07,True,0.00023471851886063596
squared_return_rolling_iqr_2,0.0023251389963098446,0.002093986659801384,0.0002311523365084605,7181777.5,3.5015827307621294e-07,True,0.0002311523365084605
garman_klass_var_rolling_iqr_24,0.0010251592175435002,0.0012543109036148754,-0.0002291516860713752,5532238.0,7.87389153971563e-39,True,0.0002291516860713752
log_quote_volume_rolling_max_96,0.0012074519589364207,0.0014327368480526609,-0.00022528488911624013,6069359.0,9.967257406331688e-13,True,0.00022528488911624013
parkinson_var_rolling_ptp_24,0.0004292167338103001,0.0006523803036129852,-0.00022316356980268503,6112604.0,2.8232757231045983e-11,True,0.00022316356980268503
range_pct_rolling_var_48,0.0003960864879830575,0.00017768911829206457,0.0002183973696909929,8519242.5,3.4593649760322466e-87,True,0.0002183973696909929
range_pct_rolling_var_4,0.0012226445766825116,0.0014395488543732613,-0.0002169042776907497,6376830.0,0.00017549772558185585,True,0.0002169042776907497
close_to_vwap_rolling_max_2,0.0003623554417220245,0.0005774476994651325,-0.00021509225774310806,7873896.0,5.890927883906231e-37,True,0.00021509225774310806
close_to_vwap_rolling_ptp_48,0.00022028781223712727,0.00043460972446514437,-0.0002143219122280171,5913595.5,9.338922877606084e-19,True,0.0002143219122280171
log_volume_rolling_min_12,-0.000590876462859884,-0.00037844131196701237,-0.00021243515089287168,6652992.0,0.47317865848144114,False,0.00021243515089287168
range_pct_rolling_iqr_24,0.0006136186498296801,0.0008252724006715206,-0.00021165375084184054,7388574.0,1.7471303708891305e-13,True,0.00021165375084184054
close_to_vwap_rolling_ptp_8,0.0011000155886972379,0.0013089681976073627,-0.0002089526089101249,6348398.0,4.138910549531251e-05,True,0.0002089526089101249
illiq_rolling_min_1,2.2580828197034618e-05,0.00023052026269784892,-0.0002079394345008143,6147367.5,3.5153187966300023e-10,True,0.0002079394345008143
return_x_imbalance,0.0004048392781330913,0.00019867334980380724,0.00020616592832928407,7540987.0,1.5414282695880336e-19,True,0.00020616592832928407
close_to_vwap_rolling_iqr_24,0.0008548822045309477,0.0006529278365743937,0.00020195436795655396,8745206.5,6.290255049601341e-110,True,0.00020195436795655396
parkinson_var_rolling_iqr_24,0.00156832104954617,0.0017671848582066626,-0.0001988638086604926,6544255.0,0.055896212626699256,False,0.0001988638086604926
range_hl_rolling_mean_24,0.00046522888154052855,0.00027020357130188736,0.00019502531023864118,6800279.5,0.36709867785128625,False,0.00019502531023864118
log_quote_volume_rolling_max_12,0.0017806912856432682,0.0019733578158461296,-0.0001926665302028614,6169445.5,1.5995245250768236e-09,True,0.0001926665302028614
range_pct_rolling_max_8,0.0009331699030238454,0.0011255516446167443,-0.0001923817415928989,6326955.5,1.7037774784964176e-05,True,0.0001923817415928989
abs_return_rolling_max_96,0.0006721871621482714,0.0008643223790996463,-0.0001921352169513749,5730459.5,1.8496984215476326e-27,True,0.0001921352169513749
squared_return_rolling_ptp_4,0.004824095840935467,0.005015279348064164,-0.0001911835071286977,6949178.5,0.011146325343083812,False,0.0001911835071286977
illiq_rolling_mean_2,0.00042182964588235165,0.0006124058032059768,-0.00019057615732362513,6017269.5,1.3274379195779656e-14,True,0.00019057615732362513
garman_klass_var_rolling_iqr_12,0.000807424358489347,0.0009964206305932543,-0.0001889962721039073,5380607.0,6.466609473670196e-49,True,0.0001889962721039073
range_hl_rolling_min_96,0.000853447240559572,0.0010421780663896574,-0.00018873082583008543,6261522.0,5.195783880392361e-07,True,0.00018873082583008543
range_hl_lag_5,0.0005161858736853673,0.0007042021428778042,-0.00018801626919243695,5785353.5,1.1540352350214357e-24,True,0.00018801626919243695
buy_ratio_rolling_mean_8,0.00012265452478561498,-6.19809622590375e-05,0.0001846354870446525,7298962.5,1.5639578756527517e-10,True,0.0001846354870446525
close_to_vwap_rolling_min_48,8.39393658987003e-05,0.0002679983841983215,-0.0001840590182996212,3824975.5,7.141142587916676e-222,True,0.0001840590182996212
return_rolling_min_48,-9.869227882185601e-05,8.534320500905085e-05,-0.00018403548383090685,5183341.5,7.72206836222736e-64,True,0.00018403548383090685
buy_ratio_rolling_min_24,-0.0005298560677448788,-0.000345880724397523,-0.00018397534334735582,8463700.5,2.0756908985585833e-82,True,0.00018397534334735582
imbalance_rolling_mean_12,0.00026556604262872337,8.274674352255458e-05,0.0001828192991061688,6860923.5,0.1168354655622121,False,0.0001828192991061688
log_volume_rolling_min_24,-0.0019349853129698126,-0.0017522929752941227,-0.00018269233767568985,6353991.0,6.260107122065922e-05,True,0.00018269233767568985
range_pct_rolling_min_48,0.00042914566061548525,0.0006115018901833752,-0.00018235622956788998,6343839.0,3.8109777601671385e-05,True,0.00018235622956788998
return_rolling_min_8,0.00025711098150572425,0.00043944415685546323,-0.00018233317534973898,5229271.0,3.5063184522909673e-60,True,0.00018233317534973898
abs_return_rolling_min_1,0.0008240019162171595,0.00100435785630003,-0.00018035594008287048,6886738.5,0.06404155967521469,False,0.00018035594008287048
range_hl_rolling_max_8,0.0014546718481657566,0.0012745816316769992,0.00018009021648875741,8093182.5,1.2725565930569647e-51,True,0.00018009021648875741
imbalance_rolling_iqr_96,-0.001095985188107372,-0.0009163739427072609,-0.00017961124540011102,7186977.0,1.9164656798333756e-07,True,0.00017961124540011102
range_hl_rolling_iqr_48,0.0008829513202115216,0.0010592681516270303,-0.00017631683141550874,6624917.0,0.3051709879102106,False,0.00017631683141550874
parkinson_var_rolling_var_2,0.00045882600650307847,0.0002873199000860134,0.00017150610641706508,7859130.0,4.62363806354643e-36,True,0.00017150610641706508
close_to_vwap_rolling_min_4,0.000954511472286329,0.0007832217069795723,0.0001712897653067567,6660394.0,0.5250897935571895,False,0.0001712897653067567
range_hl_expanding_var,0.0012588437696788874,0.0014297575360840257,-0.00017091376640513832,4866059.0,4.913780595840288e-93,True,0.00017091376640513832
close_to_vwap_rolling_var_4,7.877584108176697e-05,0.0002473349556585191,-0.00016855911457675215,5111021.0,8.041628241647521e-70,True,0.00016855911457675215
log_volume_rolling_min_96,-0.0002936988449589272,-0.00045846824983440627,0.00016476940487547906,8222762.0,1.784539287293453e-61,True,0.00016476940487547906
buy_ratio_rolling_min_8,-0.0006986439180880754,-0.0005339045321667517,-0.00016473938592132366,6567029.0,0.09659974986134617,False,0.00016473938592132366
garman_klass_var_rolling_max_48,0.00015813252507316036,-5.638153660653829e-06,0.0001637706787338142,8030582.0,3.7502814917862073e-47,True,0.0001637706787338142
imbalance_rolling_max_24,-0.0005726589575914338,-0.00040897939953665746,-0.0001636795580547763,5982813.0,6.071503228703623e-16,True,0.0001636795580547763
abs_return_rolling_mean_48,-0.0006490116775728579,-0.0004868642168856796,-0.00016214746068717826,6238295.5,1.3330235502439167e-07,True,0.00016214746068717826
imbalance_rolling_var_8,-0.000455697302333549,-0.00029518376686074393,-0.00016051353547280508,6340335.0,3.2832187657104015e-05,True,0.00016051353547280508
imbalance_rolling_min_2,0.0001478129855262601,-1.0862473987524482e-05,0.00015867545951378458,7457802.0,4.3392391415139096e-16,True,0.00015867545951378458
log_quote_volume_rolling_mean_96,0.00046530863021140547,0.0006227355139939489,-0.0001574268837825434,4756439.0,4.318625886464092e-103,True,0.0001574268837825434
close_to_vwap_rolling_iqr_48,0.0018028153541583074,0.0019599103442802996,-0.0001570949901219922,6594645.5,0.17444168290340767,False,0.0001570949901219922
squared_return_rolling_max_12,3.7329650084786e-05,0.00019416292995163184,-0.00015683327986684584,5470887.5,6.940064416029731e-44,True,0.00015683327986684584
abs_return_rolling_var_12,0.001509736825347554,0.0016664084780913578,-0.00015667165274380382,6667977.5,0.5808249263520862,False,0.00015667165274380382
return_rolling_ptp_4,0.0007882682806879387,0.0006320071541587153,0.0001562611265292234,6923326.5,0.024197707766052914,False,0.0001562611265292234
garman_klass_var_rolling_min_12,0.0016761786699930317,0.0018317909894294087,-0.00015561231943637694,6568402.5,0.09966845792768113,False,0.00015561231943637694
parkinson_var_rolling_var_96,0.00026736683941062,0.00042217952796014507,-0.00015481268854952506,5236446.0,1.232320132781618e-59,True,0.00015481268854952506
buy_ratio_rolling_max_24,-0.0007325717778387502,-0.000578631359195269,-0.0001539404186434812,6336668.0,2.427256548143546e-05,True,0.0001539404186434812
log_quote_volume_rolling_mean_24,0.0027730288344426784,0.0029262493824746025,-0.00015322054803192401,6686747.5,0.7294125431989273,False,0.00015322054803192401
illiq_rolling_max_2,0.0002981453971203008,0.00044941693151224273,-0.0001512715343919419,6051048.0,2.268041197498132e-13,True,0.0001512715343919419
log_quote_volume_rolling_min_48,0.0013413697683668344,0.0014916702274641246,-0.00015030045909729026,6547884.0,0.06112980784363457,False,0.00015030045909729026
buy_ratio_rolling_ptp_96,-0.0015982723270784006,-0.0017482601034262118,0.0001499877763478112,7333369.0,1.3776389860430867e-11,True,0.0001499877763478112
range_hl_rolling_var_8,0.0011436110442351584,0.001291771243182449,-0.00014816019894729054,6309855.5,7.1969655008851135e-06,True,0.00014816019894729054
log_quote_volume_rolling_max_48,0.0017521814010950476,0.0018994127651146557,-0.00014723136401960813,6288294.5,2.3042775258429246e-06,True,0.00014723136401960813
garman_klass_var_rolling_mean_48,-0.00035323247677727427,-0.00020606291611544175,-0.00014716956066183253,5942466.0,1.5199148746427454e-17,True,0.00014716956066183253
garman_klass_var_rolling_min_96,0.0006980724787350009,0.0008448796023237752,-0.0001468071235887743,6521564.0,0.03067652033903565,False,0.0001468071235887743
log_volume_rolling_mean_4,-0.0007328633862325822,-0.000586524819488845,-0.0001463385667437372,6387786.5,0.00028184679703198505,True,0.0001463385667437372
log_quote_volume_rolling_max_24,0.001434746931085446,0.0012894404816575253,0.00014530644942792065,6961746.0,0.007446480992248157,False,0.00014530644942792065
close_to_vwap_rolling_max_48,0.00011687625063336722,-2.8229434048919525e-05,0.00014510568468228675,7006320.0,0.0015422592229472057,True,0.00014510568468228675
imbalance_rolling_min_24,-0.0003676521214356399,-0.00022797737814224636,-0.00013967474329339355,6153224.0,4.842777678538377e-10,True,0.00013967474329339355
squared_return_rolling_iqr_48,0.0002786831646433645,0.0004183128925989486,-0.0001396297279555841,6201029.5,1.3174377087080306e-08,True,0.0001396297279555841
squared_return_rolling_mean_48,2.5092509678607824e-05,0.0001643670870990745,-0.00013927457742046666,6137449.0,1.7423226849145113e-10,True,0.00013927457742046666
close_to_vwap_rolling_max_4,0.0001137768136699061,-2.3991758118498837e-05,0.00013776857178840493,7199579.5,1.2225841968605144e-07,True,0.00013776857178840493
close_to_vwap_rolling_max_96,0.0007581823829300204,0.000894922635485936,-0.00013674025255591563,6083620.5,2.6555229136888767e-12,True,0.00013674025255591563
garman_klass_var_rolling_iqr_96,0.0008252163654768828,0.0009616195289121455,-0.0001364031634352626,6582214.5,0.13499912364496394,False,0.0001364031634352626
abs_return_rolling_max_48,0.00042369772933373463,0.0002883457458126764,0.00013535198352105824,6876548.5,0.08161481124687162,False,0.00013535198352105824
imbalance_rolling_min_12,-0.00019328322888076892,-6.288987392017982e-05,-0.0001303933549605891,7558820.0,1.7637062932029404e-20,True,0.0001303933549605891
range_pct_rolling_max_4,0.0016884117332313063,0.0018173125233123591,-0.00012890079008105282,6635727.0,0.36461604607573883,False,0.00012890079008105282
buy_ratio_rolling_ptp_12,-0.0016453963979597545,-0.0015165945595880582,-0.0001288018383716963,6418417.5,0.0009841813444460912,True,0.0001288018383716963
range_hl_rolling_max_24,0.0015453623968468715,0.001674085297391951,-0.00012872290054507943,6810336.0,0.3113714703173619,False,0.00012872290054507943
illiq_rolling_mean_24,0.0015176078899104902,0.0016459993429622838,-0.00012839145305179362,6522687.5,0.0316419216297864,False,0.00012839145305179362
imbalance_rolling_iqr_12,-0.00020711799159843137,-8.040103951990963e-05,-0.00012671695207852173,7911278.5,2.4383557538284042e-39,True,0.00012671695207852173
log_quote_volume_rolling_var_24,-0.00022508869920939028,-0.00035103102717662826,0.00012594232796723798,7081490.0,6.548555187637328e-05,True,0.00012594232796723798
imbalance_rolling_iqr_24,-0.0014408626231907314,-0.0013164335571859088,-0.0001244290660048226,6543985.5,0.055518061958385656,False,0.0001244290660048226
return_rolling_iqr_48,0.0005085094408898654,0.0006317881180572972,-0.00012327867716743182,6852134.0,0.14065559068286523,False,0.00012327867716743182
return_rolling_var_48,0.0005908722995283603,0.000714033355187357,-0.00012316105565899672,6024547.0,2.4691939183847503e-14,True,0.00012316105565899672
close_to_vwap_rolling_var_48,0.0011710902058522737,0.001292707934383639,-0.0001216177285313653,6267901.5,7.466123766808563e-07,True,0.0001216177285313653
illiq_rolling_var_12,0.00013972472612580616,0.00026064103372161034,-0.00012091630759580418,4981309.5,2.3245257934581947e-81,True,0.00012091630759580418
imbalance_rolling_ptp_4,-0.0006878022658465283,-0.0005684702933497884,-0.0001193319724967399,5569409.0,1.53638055826306e-36,True,0.0001193319724967399
parkinson_var_rolling_ptp_48,0.0005676158247147188,0.0006856463664330437,-0.00011803054171832491,6485337.5,0.010487623716853772,False,0.00011803054171832491
range_hl_rolling_max_96,0.00021215859523803654,0.00032857663545193556,-0.00011641804021389902,6528337.5,0.03690994660340101,False,0.00011641804021389902
return_rolling_var_2,-0.00015114382832444244,-0.00026705792304317804,0.0001159140947187356,7791056.0,4.368163372023978e-32,True,0.0001159140947187356
range_hl_rolling_mean_1,0.005759485989838462,0.0056440159715398334,0.00011547001829862857,6594910.0,0.17536723529482257,False,0.00011547001829862857
garman_klass_var_rolling_ptp_24,0.00023312465352916072,0.0003481142488479036,-0.00011498959531874289,6567824.5,0.09836807843688881,False,0.00011498959531874289
buy_ratio_rolling_iqr_8,-0.0007385623599772164,-0.0006249501583983376,-0.00011361220157887883,6271265.0,8.079035884911852e-07,True,0.00011361220157887883
garman_klass_var,0.0015353523850634855,0.0016489376144068508,-0.0001135852293433653,6891685.5,0.05661703431849723,False,0.0001135852293433653
range_pct_rolling_max_12,-0.00016394469973092177,-5.225682753103567e-05,-0.00011168787219988609,7281051.5,6.201856683869475e-10,True,0.00011168787219988609
garman_klass_var_rolling_var_48,-6.445080269814615e-05,4.6385336746931755e-05,-0.0001108361394450779,5914351.0,1.0082052086066515e-18,True,0.0001108361394450779
range_hl_rolling_ptp_12,0.0008681100787009252,0.0007586775970461793,0.00010943248165474584,7036087.5,0.0004773264832779089,True,0.00010943248165474584
parkinson_var_rolling_var_24,0.0018396633094157936,0.0019490706720825786,-0.00010940736266678501,6664763.0,0.5568637551021494,False,0.00010940736266678501
abs_return_lag_10,4.9328845849666736e-05,0.00015854047579139623,-0.00010921162994172948,6186684.5,5.16961669344737e-09,True,0.00010921162994172948
imbalance_rolling_var_4,-0.0003671438478031039,-0.00047459710278981783,0.00010745325498671396,5949376.0,2.7144834178345328e-17,True,0.00010745325498671396
return_rolling_ptp_8,0.0016607315748817374,0.0017676377715448589,-0.00010690619666312148,6792405.5,0.41494935948185074,False,0.00010690619666312148
return_rolling_min_96,0.00024876293591002746,0.00035546563238651356,-0.0001067026964764861,6625637.0,0.30892199331627046,False,0.0001067026964764861
garman_klass_var_rolling_ptp_96,-0.00017700908270130194,-7.12153091533779e-05,-0.00010579377354792405,4895123.5,2.4100936403353033e-89,True,0.00010579377354792405
parkinson_var_rolling_mean_1,0.0052303627880435554,0.00533508619092407,-0.00010472340288051468,6769944.5,0.5697778307107431,False,0.00010472340288051468
parkinson_var_rolling_min_48,0.0008666098386939339,0.0009711355732919424,-0.00010452573459800846,6466972.0,0.005725152920607158,True,0.00010452573459800846
log_volume_rolling_ptp_2,-0.00014089135384641094,-3.7005535786553927e-05,-0.00010388581805985701,6113518.5,3.01923634710998e-11,True,0.00010388581805985701
parkinson_var_rolling_max_24,0.00024198021480481365,0.0003449238273945592,-0.00010294361258974554,6192693.0,7.554525947974492e-09,True,0.00010294361258974554
return_expanding_skew,0.000860690671184919,0.0007579708666752951,0.00010271980450962388,7848956.0,1.7306225110366686e-35,True,0.00010271980450962388
log_volume_rolling_iqr_24,-6.636902553585112e-05,3.587628335935776e-05,-0.00010224530889520888,4695844.0,1.9437210932603534e-109,True,0.00010224530889520888
buy_ratio_rolling_max_4,0.00011019143830944454,7.966789191202072e-06,0.00010222464911824246,8630174.0,5.1249490605198785e-98,True,0.00010222464911824246
log_volume_lag_5,1.433537492036945e-05,0.00011624276625268587,-0.00010190739133231642,6691901.0,0.7723688062066079,False,0.00010190739133231642
close_to_vwap_rolling_ptp_4,0.0004228795494346525,0.0005208285595504009,-9.794901011574842e-05,5717995.0,4.172947199587226e-28,True,9.794901011574842e-05
close_to_vwap_rolling_min_96,0.0003291225695996352,0.00042599706651970083,-9.687449692006564e-05,6343912.0,1.7836854051024126e-05,True,9.687449692006564e-05
squared_return_rolling_iqr_8,0.0006453699495316313,0.0005490299212102378,9.63400283213935e-05,7675191.0,7.23882159546883e-26,True,9.63400283213935e-05
buy_ratio_rolling_var_96,-0.003872824159357386,-0.003968705442655823,9.588128329843671e-05,6591865.0,0.16490850567951842,False,9.588128329843671e-05
log_volume_rolling_mean_48,-0.000730277860843519,-0.0006345963958635989,-9.568146497992004e-05,6694597.5,0.7951409202458285,False,9.568146497992004e-05
squared_return_rolling_max_2,0.0013066231959858187,0.0012114554143742582,9.516778161156058e-05,7610421.0,8.846313209986333e-23,True,9.516778161156058e-05
buy_ratio_rolling_min_4,-0.00037206238393541584,-0.0002768988257683284,-9.516355816708742e-05,6489749.0,0.01202276178941782,False,9.516355816708742e-05
garman_klass_var_rolling_max_12,0.0010398255499460887,0.000945129344895223,9.469620505086573e-05,7168577.0,7.453254727158349e-07,True,9.469620505086573e-05
garman_klass_var_rolling_var_4,0.0006141091647093738,0.0005200937838134142,9.401538089595955e-05,7059561.0,0.00017603924638710515,True,9.401538089595955e-05
log_volume_rolling_min_48,-0.0002800060622535961,-0.00018710748593595136,-9.289857631764476e-05,6941016.5,0.014301318571249482,False,9.289857631764476e-05
squared_return,0.003637473674272951,0.0035454559061339143,9.201776813903655e-05,7145335.0,2.682476253263347e-06,True,9.201776813903655e-05
illiq_expanding_mean,-0.00037665097973821956,-0.00046644732873970336,8.97963490014838e-05,7338578.0,8.648813111522444e-12,True,8.97963490014838e-05
squared_return_rolling_max_48,0.0009493293921435874,0.0010380750341989443,-8.87456420553569e-05,6469487.5,0.0062642635402047325,True,8.87456420553569e-05
parkinson_var_rolling_max_4,0.002288545497135671,0.002200023699687853,8.852179744781811e-05,7414734.5,1.9429674532964813e-14,True,8.852179744781811e-05
range_hl_rolling_iqr_2,0.00031197321239618105,0.000400406930739062,-8.843371834288096e-05,6087968.0,4.261895052617418e-12,True,8.843371834288096e-05
parkinson_var_rolling_iqr_48,0.0008983891660382365,0.0009863611938590263,-8.79720278207898e-05,6969025.0,0.005848055246043627,True,8.79720278207898e-05
abs_return_rolling_ptp_12,0.0006756699085431726,0.0007635395803465232,-8.786967180335055e-05,6427332.0,0.001389792780080774,True,8.786967180335055e-05
squared_return_rolling_max_4,0.0031600054166619836,0.0030736766228682466,8.6328793793737e-05,7119801.5,1.0187816104650905e-05,True,8.6328793793737e-05
return_rolling_iqr_4,0.0001245577189842919,0.00020961918123580645,-8.506146225151454e-05,6219017.5,4.0813320083057965e-08,True,8.506146225151454e-05
return_rolling_min_12,0.0003791839510778133,0.0002949896785277805,8.419427255003278e-05,7013815.5,0.001160528086849498,True,8.419427255003278e-05
range_pct_rolling_var_96,-9.913224318886168e-05,-0.00018306135898062142,8.392911579175974e-05,7224405.0,2.656503744455712e-08,True,8.392911579175974e-05
range_pct_rolling_min_96,0.0011090951639845911,0.0011929807754299125,-8.388561144532136e-05,6461845.5,0.004834191015506394,True,8.388561144532136e-05
abs_return_rolling_min_2,4.4090161391218227e-05,0.0001271773797123418,-8.308721832112358e-05,7230622.5,1.7771002757648066e-08,True,8.308721832112358e-05
squared_return_rolling_max_8,0.00275579204724249,0.0028387751535282656,-8.298310628577577e-05,6704237.5,0.8778465755492862,False,8.298310628577577e-05
illiq_rolling_iqr_4,0.00013518954369357903,0.00021318260255428085,-7.799305886070182e-05,5800181.5,6.157795721337073e-24,True,7.799305886070182e-05
log_volume_rolling_max_8,4.406229985876068e-05,0.00012184050248286867,-7.777820262410799e-05,6149335.0,4.03585914781979e-10,True,7.777820262410799e-05
squared_return_rolling_ptp_96,0.0004996564007782487,0.000576638212869233,-7.698181209098425e-05,6827893.5,0.22811690600450607,False,7.698181209098425e-05
buy_ratio_rolling_var_4,-0.000385048705293054,-0.0004619479085703184,7.689920327726439e-05,6919854.5,0.026696064426832734,False,7.689920327726439e-05
