feature,importance
garman_klass_var_rolling_ptp_2,0.00905862068155361
return_expanding_mean,0.00903625771391263
log_quote_volume_rolling_iqr_8,0.009014492650515037
squared_return_rolling_min_2,0.008878207568419243
lower_wick,0.008762374117970394
squared_return_rolling_var_2,0.0073229565922327215
illiq_rolling_var_48,0.007187415957574485
close_to_vwap_rolling_min_24,0.0070806736865591385
log_volume_expanding_skew,0.007032476360254454
range_hl_expanding_mean,0.006575637520802631
buy_ratio_rolling_var_12,0.006389319183436156
buy_ratio_rolling_max_8,0.0063862051091719794
log_volume_lag_10,0.0063697069778886235
abs_return_rolling_min_96,0.006351861011951354
garman_klass_var_rolling_ptp_48,0.00543550187594841
log_volume_rolling_mean_96,0.004656893333536599
imbalance_expanding_skew,0.004566026171652353
imbalance_rolling_iqr_96,0.004549795051910033
close_to_vwap_lag_5,0.004539760967454202
buy_ratio_rolling_min_12,0.004366476621405989
buy_ratio_rolling_max_12,0.0040889415817546085
illiq_rolling_max_4,0.003985307922927124
return_lag_5,0.003811783786077513
squared_return_rolling_var_12,0.003034462077115623
buy_ratio_rolling_min_48,0.002617206280001012
log_quote_volume_rolling_ptp_96,0.002357565809129812
vwap,0.0018926074209436807
buy_ratio_lag_2,0.0013876364247379699
log_quote_volume_rolling_var_8,0.001056500508105771
flag__no_trades,6.617650760990964e-05
range_pct_rolling_var_1,0.0
abs_return_rolling_var_1,0.0
log_quote_volume_rolling_var_1,0.0
log_quote_volume_rolling_iqr_1,0.0
log_quote_volume_rolling_ptp_1,0.0
log_quote_volume_rolling_var_2,0.0
abs_return_rolling_ptp_1,0.0
abs_return_rolling_iqr_1,0.0
log_quote_volume_rolling_var_4,0.0
garman_klass_var_rolling_var_1,0.0
return_rolling_ptp_96,0.0
log_quote_volume_rolling_ptp_8,0.0
return_rolling_ptp_12,0.0
parkinson_var_rolling_var_1,0.0
log_quote_volume_rolling_iqr_12,0.0
log_quote_volume_rolling_ptp_12,0.0
log_quote_volume_rolling_min_96,0.0
log_volume_rolling_ptp_96,0.0
log_volume_rolling_iqr_12,0.0
abs_return_rolling_min_24,0.0
range_hl_rolling_var_1,0.0
garman_klass_var_rolling_iqr_1,0.0
garman_klass_var_rolling_ptp_1,0.0
range_hl_rolling_ptp_1,0.0
range_pct_rolling_iqr_1,0.0
range_pct_rolling_ptp_1,0.0
range_pct_rolling_var_2,0.0
range_hl_rolling_iqr_1,0.0
squared_return_rolling_min_48,0.0
log_volume_rolling_ptp_1,0.0
range_pct_rolling_ptp_2,0.0
squared_return_rolling_ptp_1,0.0
squared_return_rolling_iqr_1,0.0
log_volume_rolling_var_1,0.0
return_rolling_ptp_1,0.0
squared_return_rolling_var_1,0.0
log_volume_rolling_iqr_1,0.0
illiq_rolling_iqr_8,0.0
imbalance_rolling_iqr_1,0.0
imbalance_rolling_var_1,0.0
close_to_vwap_rolling_var_1,0.0
buy_ratio_rolling_var_1,0.0
buy_ratio_rolling_min_1,0.0
buy_ratio_rolling_iqr_1,0.0
buy_ratio_rolling_ptp_1,0.0
imbalance_lag_2,0.0
buy_ratio_rolling_var_8,0.0
illiq_rolling_iqr_48,0.0
buy_ratio_rolling_mean_96,0.0
illiq_rolling_ptp_24,0.0
range_hl_lag_1,0.0
abs_return_lag_5,0.0
illiq_rolling_var_1,0.0
illiq_rolling_var_24,0.0
illiq_rolling_iqr_1,0.0
illiq_rolling_ptp_1,0.0
abs_return_lag_2,0.0
illiq_rolling_var_8,0.0
imbalance_rolling_iqr_8,0.0
flag__no_quote_volume,0.0
imbalance_rolling_min_1,0.0
flag__no_volume,0.0
return_rolling_iqr_1,0.0
abs_return_lag_1,0.0
imbalance_rolling_ptp_1,0.0
flag__segment_start,0.0
flag__first_bar,0.0
close_to_vwap_rolling_iqr_4,0.0
return_rolling_var_1,0.0
flag__gk_negative,0.0
imbalance_rolling_var_2,0.0
flag__range_zero,0.0
parkinson_var_rolling_iqr_1,0.0
imbalance_rolling_max_4,0.0
flag__no_vwap,0.0
imbalance_rolling_mean_8,0.0
imbalance_rolling_max_8,0.0
close_to_vwap_rolling_ptp_1,0.0
close_to_vwap_rolling_iqr_1,0.0
parkinson_var_rolling_ptp_1,0.0
