iter	Passed	Remaining
191	53757	1626176
192	54042	1626044
193	54323	1625781
194	54523	1623108
195	54851	1624287
196	55063	1621991
197	55398	1623340
198	55602	1620867
199	55941	1622312
200	56153	1620072
201	56504	1621855
202	56718	1619690
203	57052	1620958
204	57265	1618786
205	57608	1620298
206	57919	1620902
207	58238	1621718
208	58453	1619629
209	58787	1620864
210	58992	1618514
211	59311	1619322
212	59516	1616997
213	59839	1617908
214	60037	1615426
215	60365	1616463
216	60623	1615606
217	60953	1616663
218	61247	1616759
219	61499	1615747
220	61823	1616653
221	62030	1614459
222	62356	1615407
223	62563	1613255
224	62914	1614816
225	63224	1615298
226	63445	1613538
227	63794	1615001
228	64079	1614863
229	64276	1612498
230	64598	1613290
231	64803	1611157
232	65116	1611692
233	65313	1609398
234	65645	1610418
235	65864	1608657
236	66195	1609629
237	66396	1607460
238	66724	1608355
239	66926	1606238
240	67252	1607084
241	67451	1604890
242	67795	1606162
243	68108	1606684
244	68317	1604752
245	68665	1606113
246	68873	1604176
247	69204	1605109
248	69494	1605073
249	69806	1605540
250	70016	1603677
251	70360	1604880
252	70568	1602984
253	70894	1603786
254	71195	1603999
255	71399	1602015
256	71717	1602616
257	72021	1602906
258	72226	1600985
259	72561	1601940
260	72883	1602602
261	73197	1603072
262	73410	1601358
263	73727	1601905
264	73931	1599984
265	74266	1600919
266	74470	1599019
267	74787	1599560
268	74992	1597705
269	75330	1598677
270	75531	1596743
271	75850	1597314
272	76143	1597349
273	76364	1595849
274	76713	1597026
275	77031	1597575
276	77326	1597619
277	77524	1595671
278	77844	1596227
279	78133	1596149
280	78342	1594461
281	78657	1594913
282	78856	1593009
283	79194	1593924
284	79399	1592175
285	79746	1593250
286	79956	1591617
287	80285	1592323
288	80494	1590664
289	80814	1591203
290	81014	1589392
291	81338	1589993
292	81627	1589933
293	81839	1588361
294	82177	1589225
295	82485	1589509
296	82692	1587854
297	83020	1588529
298	83317	1588604
299	83514	1586784
300	83849	1587571
301	84052	1585870
302	84386	1586631
303	84597	1585092
304	84922	1585689
305	85135	1584184
306	85471	1584978
307	85675	1583323
308	86024	1584349
309	86224	1582636
310	86557	1583355
311	86764	1581790
312	87106	1582669
313	87315	1581141
314	87661	1582077
315	87878	1580697
316	88233	1581797
317	88449	1580409
318	88781	1581086
319	89098	1581492
320	89308	1580006
321	89629	1580487
322	89834	1578916
323	90159	1579468
324	90359	1577811
325	90684	1578349
326	90994	1578621
327	91200	1577106
328	91529	1577698
329	91748	1576398
330	92074	1576954
331	92363	1576850
332	92571	1575381
333	92910	1576141
334	93213	1576285
335	93511	1576329
336	93828	1576707
337	94145	1577070
338	94362	1575775
339	94708	1576625
340	94919	1575215
341	95251	1575834
342	95464	1574470
343	95782	1574849
344	95989	1573389
345	96308	1573780
346	96526	1572515
347	96859	1573136
348	97070	1571769
349	97406	1572421
350	97731	1572891
351	97936	1571436
352	98262	1571918
353	98469	1570497
354	98797	1571013
355	99088	1570941
356	99288	1569425
357	99619	1569977
358	99831	1568668
359	100165	1569255
360	100485	1569638
361	100787	1569716
362	100999	1568412
363	101339	1569085
364	101549	1567760
365	101873	1568178
366	102068	1566626
367	102390	1567025
368	102684	1566982
369	102979	1566955
370	103188	1565633
371	103512	1566037
372	103803	1565962
373	104094	1565874
374	104299	1564487
375	104620	1564856
376	104902	1564626
377	105108	1563273
378	105446	1563894
379	105741	1563867
380	106040	1563890
381	106249	1562588
382	106584	1563153
383	106800	1561963
384	107129	1562418
385	107344	1561228
386	107690	1561923
387	107901	1560675
388	108247	1561385
389	108454	1560078
390	108822	1561081
391	109043	1559989
392	109392	1560728
393	109603	1559483
394	109932	1559934
395	110149	1558784
396	110493	1559428
397	110785	1559351
398	111074	1559214
399	111358	1559018
400	111561	1557686
401	111880	1557980
402	112168	1557835
403	112379	1556617
404	112717	1557175
405	113021	1557247
406	113227	1555969
407	113579	1556712
408	113809	1555764
409	114150	1556339
410	114354	1555048
411	114673	1555328
412	114873	1553996
413	115204	1554428
414	115544	1554981
415	115750	1553730
416	116085	1554211
417	116304	1553137
418	116652	1553783
419	116869	1552698
420	117213	1553283
421	117523	1553431
422	117735	1552265
423	118068	1552716
424	118282	1551589
425	118627	1552182
426	118936	1552296
427	119150	1551177
428	119509	1551951
429	119715	1550727
430	120059	1551307
431	120278	1550260
432	120618	1550774
433	120817	1549465
434	121141	1549772
435	121342	1548502
436	121673	1548900
437	121878	1547689
438	122208	1548072
439	122425	1547015
440	122751	1547332
441	122960	1546182
442	123289	1546550
443	123493	1545336
444	123810	1545538
445	124016	1544363
446	124342	1544683
447	124540	1543407
448	124871	1543787
449	125168	1543743
450	125464	1543687
451	125768	1543720
452	125976	1542589
453	126310	1542991
454	126513	1541802
455	126863	1542387
456	127074	1541295
457	127422	1541869
458	127638	1540844
459	127980	1541333
460	128283	1541347
461	128587	1541376
462	128889	1541379
463	129180	1541262
464	129384	1540094
465	129721	1540511
466	129925	1539350
467	130244	1539551
468	130550	1539603
469	130758	1538502
470	131094	1538895
471	131397	1538905
472	131608	1537847
473	131936	1538146
474	132241	1538172
475	132451	1537102
476	132775	1537354
477	132992	1536370
478	133332	1536798
479	133551	1535838
480	133891	1536275
481	134199	1536330
482	134408	1535261
483	134746	1535666
484	135042	1535585
485	135249	1534497
486	135567	1534671
487	135858	1534529
488	136064	1533434
489	136384	1533632
490	136693	1533694
491	136913	1532759
492	137255	1533194
493	137459	1532089
494	137813	1532650
495	138026	1531652
496	138428	1532738
497	138655	1531896
498	139008	1532436
499	139228	1531509
500	139578	1532015
501	139893	1532143
502	140101	1531085
503	140470	1531800
504	140818	1532270
505	141027	1531233
506	141364	1531589
507	141577	1530592
508	141926	1531079
509	142139	1530093
510	142471	1530384
511	142763	1530243
512	142977	1529271
513	143319	1529670
514	143527	1528634
515	143851	1528837
516	144043	1527646
517	144366	1527833
518	144561	1526666
519	144891	1526929
520	145188	1526849
521	145389	1525754
522	145715	1525972
523	145923	1524955
524	146248	1525166
525	146546	1525086
526	146850	1525074
527	147060	1524076
528	147402	1524455
529	147612	1523468
530	147958	1523893
531	148262	1523867
532	148471	1522874
533	148794	1523052
534	149000	1522031
535	149318	1522161
536	149606	1521975
537	149817	1521008
538	150145	1521236
539	150446	1521185
540	150741	1521068
541	150942	1520007
542	151285	1520377
543	151595	1520411
544	151899	1520386
545	152113	1519458
546	152450	1519764
547	152754	1519736
548	153063	1519763
549	153372	1519777
550	153670	1519689
551	153873	1518664
552	154222	1519082
553	154435	1518154
554	154773	1518457
555	155078	1518429
556	155286	1517454
557	155642	1517934
558	155844	1516906
559	156167	1517057
560	156364	1515985
561	156701	1516264
562	156897	1515190
563	157219	1515330
564	157421	1514310
565	157755	1514565
566	158051	1514454
567	158256	1513469
568	158585	1513670
569	158788	1512669
570	159110	1512804
571	159401	1512642
572	159603	1511638
573	159929	1511807
574	160137	1510858
575	160463	1511028
576	160674	1510113
577	161006	1510337
578	161206	1509323
579	161560	1509751
580	161774	1508872
581	162104	1509078
582	162313	1508147
583	162651	1508424
584	162977	1508582
585	163282	1508549
586	163498	1507698
587	163835	1507951
588	164151	1508017
589	164454	1507967
590	164753	1507869
591	164958	1506920
592	165285	1507084
593	165579	1506943
594	165872	1506793
595	166082	1505888
596	166431	1506250
597	166646	1505393
598	166986	1505667
599	167278	1505506
600	167480	1504540
601	167810	1504716
602	168016	1503789
603	168348	1503988
604	168557	1503089
605	168890	1503294
606	169193	1503230
607	169500	1503200
608	169719	1502390
609	170067	1502727
610	170359	1502564
611	170650	1502393
612	170856	1501471
613	171182	1501611
614	171384	1500655
615	171701	1500715
616	171899	1499733
617	172246	1500049
618	172459	1499195
619	172808	1499531
620	173102	1499386
621	173302	1498425
622	173623	1498515
623	173837	1497678
624	174157	1497757
625	174358	1496806
626	174690	1496991
627	174893	1496067
628	175224	1496231
629	175437	1495398
630	175775	1495621
631	176070	1495481
632	176361	1495310
633	176556	1494324
634	176885	1494476
635	177210	1494588
636	177417	1493708
637	177751	1493894
638	177960	1493029
639	178295	1493222
640	178500	1492330
641	178825	1492439
642	179019	1491457
643	179342	1491554
644	179641	1491440
645	179845	1490549
646	180161	1490577
647	180364	1489673
648	180683	1489735
649	180890	1488871
650	181228	1489078
651	181445	1488298
652	181792	1488585
653	182095	1488508
654	182302	1487641
655	182639	1487846
656	182936	1487717
657	183135	1486790
658	183460	1486893
659	183759	1486782
660	183968	1485945
661	184310	1486176
662	184532	1485440
663	184855	1485529
664	185055	1484617
665	185369	1484627
666	185561	1483658
667	185894	1483815
668	186103	1482982
669	186424	1483046
670	186748	1483136
671	187062	1483140
672	187270	1482304
673	187614	1482544
674	187819	1481684
675	188142	1481759
676	188338	1480837
677	188667	1480959
678	188949	1480710
679	189169	1479972
680	189503	1480132
681	189711	1479306
682	190078	1479716
683	190288	1478912
684	190613	1478991
685	190811	1478090
686	191140	1478209
687	191346	1477372
688	191675	1477490
689	191883	1476670
690	192206	1476735
691	192421	1475975
692	192763	1476186
693	192975	1475404
694	193316	1475602
695	193626	1475566
696	193929	1475480
697	194136	1474659
698	194458	1474713
699	194754	1474566
700	195046	1474395
701	195350	1474311
702	195651	1474205
703	195866	1473447
704	196208	1473653
705	196508	1473538
706	196722	1472776
707	197061	1472949
708	197271	1472166
709	197612	1472353
710	197821	1471561
711	198164	1471759
712	198372	1470957
713	198720	1471201
714	198928	1470400
715	199257	1470494
716	199449	1469587
717	199782	1469708
718	199990	1468918
719	200320	1469015
720	200531	1468243
721	200869	1468409
722	201175	1468328
723	201482	1468261
724	201695	1467509
