iter	Logloss
364	0.4322136823
365	0.4321403215
366	0.4320971402
367	0.4320414088
368	0.4319722534
369	0.4319156199
370	0.4318377043
371	0.4317695164
372	0.4316916969
373	0.4316189089
374	0.4315542342
375	0.4314895633
376	0.4314469452
377	0.4313859517
378	0.4312986123
379	0.4312202173
380	0.4311407087
381	0.4310908901
382	0.4310345219
383	0.4309703395
384	0.4309179077
385	0.430835324
386	0.4307739856
387	0.4307065458
388	0.4306210511
389	0.4305560819
390	0.4304990371
391	0.4304466006
392	0.4303632605
393	0.4303051654
394	0.4302768859
395	0.4302163712
396	0.4301551696
397	0.4301044613
398	0.4300483291
399	0.4299957493
400	0.4299297754
401	0.4298874542
402	0.4298311578
403	0.4297461258
404	0.4296869526
405	0.4296578842
406	0.4295964116
407	0.4295554546
408	0.4294878174
409	0.429447138
410	0.4293953256
411	0.4293360248
412	0.4292935675
413	0.4292173862
414	0.4291318795
415	0.4290626909
416	0.4290014557
417	0.4289460187
418	0.4289001934
419	0.4288123019
420	0.4287616316
421	0.4287150011
422	0.4286533147
423	0.4286032028
424	0.4285537937
425	0.4285017816
426	0.4284088734
427	0.4283609009
428	0.4282960464
429	0.4282447019
430	0.4281898923
431	0.4281103405
432	0.428054056
433	0.4280158886
434	0.4279690385
435	0.4278945988
436	0.4278508221
437	0.4278080718
438	0.4277488703
439	0.4276954687
440	0.4276484745
441	0.427590438
442	0.42753346
443	0.4274974815
444	0.4274341644
445	0.4273794862
446	0.4273430523
447	0.427273131
448	0.4272339536
449	0.427179732
450	0.4271370276
451	0.427097814
452	0.4270363249
453	0.4269820708
454	0.4269471747
455	0.4268811941
456	0.4268326674
457	0.4267924521
458	0.4267525237
459	0.4267275432
460	0.4266778722
461	0.4266234595
462	0.4265966902
463	0.4265485995
464	0.4265150382
465	0.4264758881
466	0.4264320656
467	0.4263912832
468	0.426352537
469	0.4263178223
470	0.4262679956
471	0.4262388571
472	0.4262104391
473	0.4261783432
474	0.4261228769
475	0.4260642086
476	0.4260151463
477	0.4259670568
478	0.4259091428
479	0.4258618816
480	0.4258028961
481	0.4257569936
482	0.4257127472
483	0.4256634114
484	0.4256064682
485	0.4255635681
486	0.4255130908
487	0.4254741546
488	0.4254328104
489	0.4253829638
490	0.425330588
491	0.4252690374
492	0.425214376
493	0.4251792406
494	0.4251266023
495	0.4250755825
496	0.4250468142
497	0.4249906519
498	0.4249521188
499	0.4249049952
500	0.4248666104
501	0.4248415166
502	0.4248005904
503	0.4247556449
504	0.4247199136
505	0.424663384
506	0.4246386953
507	0.4245978221
508	0.424566431
509	0.4245294423
510	0.4244806712
511	0.4244502553
512	0.4243980721
513	0.4243477328
514	0.4242909835
515	0.424249502
516	0.4242184487
517	0.4241864297
518	0.4241429751
519	0.4241022589
520	0.4240635083
521	0.4240253479
522	0.4240061417
523	0.423957847
524	0.4239011537
525	0.4238527285
526	0.4238177311
527	0.4237880251
528	0.4237546292
529	0.4237070035
530	0.4236587767
531	0.4236105175
532	0.4235833201
533	0.4235465149
534	0.4235028818
535	0.4234813883
536	0.4234372332
537	0.4234122527
538	0.4233740467
539	0.4233326479
540	0.4233133341
541	0.4232867523
542	0.4232615229
543	0.4232318467
544	0.4231918923
545	0.4231645405
546	0.4231143704
547	0.4230904978
548	0.4230638947
549	0.4230295098
550	0.4229997962
551	0.4229620465
552	0.4229233083
553	0.4228916175
554	0.4228583484
555	0.4228375605
556	0.4228224492
557	0.4227875749
558	0.422769548
559	0.422759726
560	0.4227231977
561	0.422686384
562	0.422672195
563	0.4226473336
564	0.4226256353
565	0.4226008247
566	0.4225631148
567	0.4225364017
568	0.4224998929
569	0.4224550959
570	0.4224222307
571	0.4224001276
572	0.4223650394
573	0.4223319176
574	0.4223119023
575	0.4222746643
576	0.4222323514
577	0.4221897086
578	0.4221613724
579	0.4221318699
580	0.4221118971
581	0.4220820307
582	0.4220603053
583	0.4220179094
584	0.4219705172
585	0.4219350131
586	0.4218924545
587	0.4218588052
588	0.4218402451
589	0.4218107655
590	0.4217816806
591	0.4217685698
592	0.421721978
593	0.4216934051
594	0.4216676416
595	0.4216171096
596	0.421596897
597	0.421560451
598	0.421538157
599	0.4215164991
600	0.4214762312
601	0.4214368698
602	0.4214114779
603	0.4213627847
604	0.4213160443
605	0.4212969396
606	0.4212655475
607	0.4212450219
608	0.4212036207
609	0.4211821649
610	0.4211687562
611	0.4211265556
612	0.4210876228
613	0.4210646182
614	0.4210443616
615	0.4210283055
616	0.4210032
617	0.4209648532
618	0.4209395126
619	0.420885221
620	0.4208475994
621	0.4208039028
622	0.4207720808
623	0.4207269713
624	0.4207148637
625	0.4206860665
626	0.4206507698
627	0.4206222445
628	0.4206063559
629	0.4205761243
630	0.4205409001
631	0.4205142028
632	0.4205023939
633	0.420491678
634	0.4204676737
635	0.4204458305
636	0.4204054988
637	0.4203674082
638	0.4203420257
639	0.4203082809
640	0.4202852311
641	0.4202265972
642	0.4201986782
643	0.4201820824
644	0.4201429621
645	0.4201091736
646	0.4200802988
647	0.4200647217
648	0.4200395957
649	0.4200025081
650	0.4199651502
651	0.4199317577
652	0.4199074753
653	0.4198631606
654	0.4198444937
655	0.4197655277
656	0.4197416906
657	0.419716498
658	0.4196935167
659	0.4196622243
660	0.4196254481
661	0.4196035038
662	0.4195691869
663	0.4195409966
664	0.4195207423
665	0.4194842035
666	0.4194504756
667	0.4194146481
668	0.4193752591
669	0.4193318381
670	0.419296714
671	0.4192684543
672	0.4192325555
673	0.4191907093
674	0.419152468
675	0.4191330393
676	0.419116555
677	0.4190837364
678	0.4190604227
679	0.4190347287
680	0.4190057056
681	0.4189899659
682	0.4189635136
683	0.4189297868
684	0.4188836581
685	0.4188433222
686	0.4188287581
687	0.418800728
688	0.4187834499
689	0.4187586946
690	0.4187412839
691	0.4187053026
692	0.4186982326
693	0.4186650595
694	0.4186449902
695	0.4186230317
696	0.4186044358
697	0.4185579203
698	0.4185222166
699	0.4184850973
700	0.4184683409
701	0.4184410439
702	0.4184265419
703	0.4183739994
704	0.4183572332
705	0.4183309813
706	0.418308778
707	0.4182859049
708	0.4182717675
709	0.4182533314
710	0.4182251315
711	0.4181816012
712	0.4181551349
713	0.4181230606
714	0.418086364
715	0.4180585862
716	0.4180315216
717	0.4180144567
718	0.4180004099
719	0.4179594053
720	0.4179244899
721	0.4179103768
722	0.4178892363
723	0.4178489873
724	0.4178265065
